title,description,date,edition,format,filesize (bytes),jpg_linkage,custodian,copyright,contributor,topicCategory,keywords,geographicDescription,spatialResolution,mapCentreLongitude,mapCentreLatitude,boundingBoxEastLongitude,boundingBoxNorthLatitude,boundingBoxSouthLatitude,boundingBoxWestLongitude
9443-13 Dayboro,Topographic map of 1:25000 9443-13 Dayboro displaying graphic representations of features including relief hydrography vegetation and cultural,1982,Edition 1,Digital format: image---jpeg Original format: copy print : colour,43028480,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-13-dayboro-ed-1-1982.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-27.187500,152.875000,-27.125000,-27.250000,152.750000
9443-14 Wamuran,Topographic map of 1:25000 9443-14 Wamuran displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,42849280,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-14-wamuran-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-27.062500,152.875000,-27.000000,-27.125000,152.750000
9443-21 Petrie,Topographic map of 1:25000 9443-21 Petrie displaying graphic representations of features including relief hydrography vegetation and cultural,1980,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12637184,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-21-petrie-ed-1-1980.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-27.312500,153.000000,-27.250000,-27.375000,152.875000
9443-22 Enoggera,Topographic map of 1:25000 9443-22 Enoggera displaying graphic representations of features including relief hydrography vegetation and cultural,1980,Edition 1,Digital format: image---jpeg Original format: copy print : colour,34848768,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-22-enoggera-ed-1-1980.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-27.437500,153.000000,-27.375000,-27.500000,152.875000
9443-23 Lake Manchester,Topographic map of 1:25000 9443-23 Lake Manchester displaying graphic representations of features including relief hydrography vegetation and cultural,1980,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13765632,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-23-lake-manchester-ed-1-1980.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-27.437500,152.875000,-27.375000,-27.500000,152.750000
9443-24 Samsonvale,Topographic map of 1:25000 9443-24 Samsonvale  displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14161920,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-24-samsonvale-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-27.312500,152.875000,-27.250000,-27.375000,152.750000
9443-31 Kipper Creek,Topographic map of 1:25000 9443-31 Kipper Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,20046848,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-31-kipper-creek-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-27.312500,152.750000,-27.250000,-27.375000,152.625000
9443-31 Kipper Creek,Topographic map of 1:25000 9443-31 Kipper Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1992,Edition 2,Digital format: image---jpeg Original format: copy print : colour,17250304,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-31-kipper-creek-ed-2-1992.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-27.312500,152.750000,-27.250000,-27.375000,152.625000
9443-32 Fernvale,Topographic map of 1:25000 9443-32 Fernvale displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14948352,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-32-fernvale-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-27.437500,152.750000,-27.375000,-27.500000,152.625000
9443-32 Fernvale,Topographic map of 1:25000 9443-32 Fernvale displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 2,Digital format: image---jpeg Original format: copy print : colour,31765504,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-32-fernvale-ed-2-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-27.437500,152.750000,-27.375000,-27.500000,152.625000
9443-33 Lowood,Topographic map of 1:25000 9443-33 Lowood displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,9915392,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-33-lowood-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-27.437500,152.625000,-27.375000,-27.500000,152.500000
9443-33 Lowood,Topographic map of 1:25000 9443-33 Lowood displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 2,Digital format: image---jpeg Original format: copy print : colour,16748544,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-33-lowood-ed-2-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-27.437500,152.625000,-27.375000,-27.500000,152.500000
9443-34 Varleys Hill,Topographic map of 1:25000 9443-34 Varleys Hill displaying graphic representations of features including relief hydrography vegetation and cultural,1980,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11619328,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-34-varleys-hill-ed-1-1980.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-27.312500,152.625000,-27.250000,-27.375000,152.500000
9443-34 Varleys Hill,Topographic map of 1:25000 9443-34 Varleys Hill displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 2,Digital format: image---jpeg Original format: copy print : colour,15930368,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-34-varleys-hill-ed-2-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-27.312500,152.625000,-27.250000,-27.375000,152.500000
9443-41 Mount Byron,Topographic map of 1:25000 9443-41 Mount Byron displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13648896,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-41-mount-byron-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-27.062500,152.750000,-27.000000,-27.125000,152.625000
9443-42 Laceys Creek,Topographic map of 1:25000 9443-42 Laceys Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13794304,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-42-laceys-creek-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-27.187500,152.750000,-27.125000,-27.250000,152.625000
9443-43 Reedy Creek,Topographic map of 1:25000 9443-43 Reedy Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1980,Edition 1,Digital format: image---jpeg Original format: copy print : colour,10032128,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-43-reedy-creek-ed-1-1980.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-27.187500,152.625000,-27.125000,-27.250000,152.500000
9443-43 Reedy Creek,Topographic map of 1:25000 9443-43 Reedy Creek displaying graphic representations of features including relief hydrography vegetation and cultural,2008,Edition 2,Digital format: image---jpeg Original format: copy print : colour,20887552,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-43-reedy-creek-ed-2-2008.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-27.187500,152.625000,-27.125000,-27.250000,152.500000
9443-44 Somerset Dam,Topographic map of 1:25000 9443-44 Somerset Dam displaying graphic representations of features including relief hydrography vegetation and cultural,1980,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12716032,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9443-44-somerset-dam-ed-1-1980.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-27.062500,152.625000,-27.000000,-27.125000,152.500000
9444-11 Yandina,Topographic map of 1:25000 9444-11 Yandina displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,21046272,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-11-yandina-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.562500,153.000000,-26.500000,-26.625000,152.875000
9444-11 Yandina,Topographic map of 1:25000 9444-11 Yandina displaying graphic representations of features including relief hydrography vegetation and cultural,1986,Edition 2,Digital format: image---jpeg Original format: copy print : colour,41156608,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-11-yandina-ed-2-1986.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.562500,153.000000,-26.500000,-26.625000,152.875000
9444-12 Nambour,Topographic map of 1:25000 9444-12 Nambour displaying graphic representations of features including relief hydrography vegetation and cultural,1982,Edition 1,Digital format: image---jpeg Original format: copy print : colour,42609664,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-12-nambour-ed-1-1982.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.687500,153.000000,-26.625000,-26.750000,152.875000
9444-12 Nambour,Topographic map of 1:25000 9444-12 Nambour displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 2,Digital format: image---jpeg Original format: copy print : colour,37955584,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-12-nambour-ed-2-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.687500,153.000000,-26.625000,-26.750000,152.875000
9444-13 Witta,Topographic map of 1:25000 9444-13 Witta displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,41864192,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-13-witta-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-26.687500,152.875000,-26.625000,-26.750000,152.750000
9444-13 Witta,Topographic map of 1:25000 9444-13 Witta displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 2,Digital format: image---jpeg Original format: copy print : colour,36253696,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-13-witta-ed-2-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-26.687500,152.875000,-26.625000,-26.750000,152.750000
9444-14 Gheerulla Creek,Topographic map of 1:25000 9444-14 Gheerulla Creek displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,41634816,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-14-gheerulla-creek-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-26.562500,152.875000,-26.500000,-26.625000,152.750000
9444-21 Landsborough,Topographic map of 1:25000 9444-21 Landsborough displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11918336,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-21-landsborough-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.812500,153.000000,-26.750000,-26.875000,152.875000
9444-22 Glass House Mountains,Topographic map of 1:25000 9444-22 Glass House Mountains displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13306880,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-22-glass-house-mountains-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.937500,153.000000,-26.875000,-27.000000,152.875000
9444-22 Glass House Mountains,Topographic map of 1:25000 9444-22 Glass House Mountains displaying graphic representations of features including relief hydrography vegetation and cultural,2003,Edition 2,Digital format: image---jpeg Original format: copy print : colour,17926144,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-22-glass-house-mountains-ed-2-2003.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.937500,153.000000,-26.875000,-27.000000,152.875000
9444-23 Woodford,Topographic map of 1:25000 9444-23 Woodford displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11590656,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-23-woodford-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-26.937500,152.875000,-26.875000,-27.000000,152.750000
9444-24 Maleny,Topographic map of 1:25000 9444-24 Maleny displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13100032,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-24-maleny-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.812500,-26.812500,152.875000,-26.750000,-26.875000,152.750000
9444-31 Bellthorpe,Topographic map of 1:25000 9444-31 Bellthorpe displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14475264,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-31-bellthorpe-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-26.812500,152.750000,-26.750000,-26.875000,152.625000
9444-32 Neurum,Topographic map of 1:25000 9444-32 Neurum displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,14713856,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-32-neurum-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-26.937500,152.750000,-26.875000,-27.000000,152.625000
9444-32 Neurum,Topographic map of 1:25000 9444-32 Neurum displaying graphic representations of features including relief hydrography vegetation and cultural,1986,Edition 2,Digital format: image---jpeg Original format: copy print : colour,15311872,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-32-neurum-ed-2-1986.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-26.937500,152.750000,-26.875000,-27.000000,152.625000
9444-33 Kilcoy,Topographic map of 1:25000 9444-33 Kilcoy displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,12421120,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-33-kilcoy-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-26.937500,152.625000,-26.875000,-27.000000,152.500000
9444-34 Rodgers Gully,Topographic map of 1:25000 9444-34 Rodgers Gully displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,11473920,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-34-rodgers-gully-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-26.812500,152.625000,-26.750000,-26.875000,152.500000
9444-41 Kenilworth,Topographic map of 1:25000 9444-41 Kenilworth displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,24077312,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-41-kenilworth-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-26.562500,152.750000,-26.500000,-26.625000,152.625000
9444-42 Conondale,Topographic map of 1:25000 9444-42 Conondale displaying graphic representations of features including relief hydrography vegetation and cultural,1988,Edition 2,Digital format: image---jpeg Original format: copy print : colour,11855872,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-42-conondale-ed-2-1988.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-26.687500,152.750000,-26.625000,-26.750000,152.625000
9444-43 Mount Langley,Topographic map of 1:25000 9444-43 Mount Langley displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,13002752,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-43-mount-langley-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-26.687500,152.625000,-26.625000,-26.750000,152.500000
9444-44 Borumba Dam,Topographic map of 1:25000 9444-44 Borumba Dam displaying graphic representations of features including relief hydrography vegetation and cultural,1981,Edition 1,Digital format: image---jpeg Original format: copy print : colour,15815680,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9444-44-borumba-dam-ed-1-1981.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-26.562500,152.625000,-26.500000,-26.625000,152.500000
9445-11 Mount Elliot,Topographic map of 1:25000 9445-11 Mount Elliot displaying graphic representations of features including relief hydrography vegetation and cultural,1999,Edition 1,Digital format: image---jpeg Original format: copy print : colour,16122880,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9445-11-mount-elliot-ed-1-1999.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.062500,153.000000,-26.000000,-26.125000,152.875000
9445-12 Mount Coondoo,Topographic map of 1:25000 9445-12 Mount Coondoo displaying graphic representations of features including relief hydrography vegetation and cultural,2000,Edition 1,Digital format: image---jpeg Original format: copy print : colour,17209344,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9445-12-mount-coondoo-ed-1-2000.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.187500,153.000000,-26.125000,-26.250000,152.875000
9445-21 Boreen,Topographic map of 1:25000 9445-21 Boreen displaying graphic representations of features including relief hydrography vegetation and cultural,2000,Edition 1,Digital format: image---jpeg Original format: copy print : colour,33657856,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9445-21-boreen-ed-1-2000.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-26.312500,153.000000,-26.250000,-26.375000,152.875000
9445-32 Imbil,Topographic map of 1:25000 9445-32 Imbil displaying graphic representations of features including relief hydrography vegetation and cultural,2000,Edition 1,Digital format: image---jpeg Original format: copy print : colour,23139328,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9445-32-imbil-ed-1-2000.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.687500,-26.437500,152.750000,-26.375000,-26.500000,152.625000
9445-33 Mount Kandanga,Topographic map of 1:25000 9445-33 Mount Kandanga displaying graphic representations of features including relief hydrography vegetation and cultural,2000,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22520832,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9445-33-mount-kandanga-ed-1-2000.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-26.437500,152.625000,-26.375000,-26.500000,152.500000
9445-34 Langshaw,Topographic map of 1:25000 9445-34 Langshaw displaying graphic representations of features including relief hydrography vegetation and cultural,2000,Edition 1,Digital format: image---jpeg Original format: copy print : colour,20815872,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9445-34-langshaw-ed-1-2000.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.562500,-26.312500,152.625000,-26.250000,-26.375000,152.500000
9446-11 Boonlye Point,Topographic map of 1:25000 9446-11 Boonlye Point displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22859776,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-11-boonlye-point-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-25.562500,153.000000,-25.500000,-25.625000,152.875000
9446-12 Boonooroo,Topographic map of 1:25000 9446-12 Boonooroo displaying graphic representations of features including relief hydrography vegetation and cultural,2009,Edition 1,Digital format: image---jpeg Original format: copy print : colour,22502400,https://gisservices.information.qld.gov.au/arcgis/rest/directories/historicalscans/topo_scans/topo-map-25000-line-colour-9446-12-boonooroo-ed-1-2009.jpg,Department of Natural Resources and Mines,CREATIVE COMMONS ATTRIBUTION,Check the map image.,planning:topography,historical;topographic;topography;elevation;contour;height;map;queensland,Queensland,25000,152.937500,-25.687500,153.000000,-25.625000,-25.750000,152.875000
